235,ARC-000235,Salmon Specimen,Mounted pelt used for teaching,true
236,ARC-000236,Salmon Specimen,Loose bone fragment,false
237,ARC-000237,Eagle Feather,Preserved specimen stored in fluid jar,true
238,ARC-000238,Bear Femur,Loose bone fragment,true
239,ARC-000239,Lion Claw,Cleaned bone specimen,true
240,ARC-000240,Bear Femur,Mounted pelt used for teaching,true
241,ARC-000241,Lion Claw,Taxidermy display specimen,false
242,ARC-000242,Wolf Skull,Partial remains specimen,true
243,ARC-000243,Wolf Skull,Egg sample in container,false
244,ARC-000244,Wolf Skull,Preserved specimen stored in fluid jar,true
245,ARC-000245,Lion Claw,Mounted pelt used for teaching,false
246,ARC-000246,Toad Sample,Preserved specimen stored in fluid jar,false
247,ARC-000247,Beaver Skull,Tissue sample for genetics,false
248,ARC-000248,Toad Sample,Egg sample in container,true
249,ARC-000249,Salmon Specimen,Partial remains specimen,true
250,ARC-000250,Heron Egg,Full skeleton display,true
251,ARC-000251,Beaver Skull,Fluid jar sample with tag,true
252,ARC-000252,Wolf Skull,Full skeleton display,false
253,ARC-000253,Toad Sample,Loose bone fragment,true
254,ARC-000254,Fox Pelt,Cleaned bone specimen,true
255,ARC-000255,Fox Pelt,Full skeleton display,true
256,ARC-000256,Salmon Specimen,Partial remains specimen,true
257,ARC-000257,Salmon Specimen,Mounted pelt used for teaching,true
258,ARC-000258,Lion Claw,Egg sample in container,true
259,ARC-000259,Toad Sample,Tissue sample for genetics,true
260,ARC-000260,Owl Wing,Taxidermy display specimen,true
261,ARC-000261,Beaver Skull,Mounted pelt used for teaching,true
262,ARC-000262,Eagle Feather,Cleaned bone specimen,true
263,ARC-000263,Toad Sample,Preserved specimen stored in fluid jar,true
264,ARC-000264,Lion Claw,Taxidermy display specimen,true
265,ARC-000265,Salmon Specimen,Tissue sample for genetics,true
266,ARC-000266,Wolf Skull,Mounted pelt used for teaching,false
267,ARC-000267,Eagle Feather,Fluid jar sample with tag,false
268,ARC-000268,Fox Pelt,Fluid jar sample with tag,false
269,ARC-000269,Fox Pelt,Mounted pelt used for teaching,true
270,ARC-000270,Owl Wing,Loose bone fragment,true
271,ARC-000271,Owl Wing,Fluid jar sample with tag,true
272,ARC-000272,Toad Sample,Full skeleton display,true
273,ARC-000273,Toad Sample,Loose bone fragment,true
274,ARC-000274,Salmon Specimen,Taxidermy display specimen,false
275,ARC-000275,Salmon Specimen,Full skeleton display,true
276,ARC-000276,Bear Femur,Egg sample in container,true
277,ARC-000277,Toad Sample,Tissue sample for genetics,true
278,ARC-000278,Salmon Specimen,Partial remains specimen,false
279,ARC-000279,Eagle Feather,Egg sample in container,true
280,ARC-000280,Salmon Specimen,Taxidermy display specimen,true
281,ARC-000281,Lion Claw,Egg sample in container,false
282,ARC-000282,Bear Femur,Mounted pelt used for teaching,false
283,ARC-000283,Bear Femur,Taxidermy display specimen,false
284,ARC-000284,Owl Wing,Tissue sample for genetics,true
285,ARC-000285,Eagle Feather,Tissue sample for genetics,true
286,ARC-000286,Bear Femur,Loose bone fragment,false
287,ARC-000287,Lion Claw,Tissue sample for genetics,true
288,ARC-000288,Beaver Skull,Mounted pelt used for teaching,true
289,ARC-000289,Beaver Skull,Taxidermy display specimen,true
290,ARC-000290,Owl Wing,Cleaned bone specimen,true
291,ARC-000291,Salmon Specimen,Partial remains specimen,true
292,ARC-000292,Wolf Skull,Fluid jar sample with tag,true
293,ARC-000293,Owl Wing,Taxidermy display specimen,false
294,ARC-000294,Bear Femur,Cleaned bone specimen,true
295,ARC-000295,Salmon Specimen,Fluid jar sample with tag,false
296,ARC-000296,Salmon Specimen,Tissue sample for genetics,true
297,ARC-000297,Heron Egg,Preserved specimen stored in fluid jar,true
298,ARC-000298,Wolf Skull,Partial remains specimen,false
299,ARC-000299,Bear Femur,Cleaned bone specimen,false
300,ARC-000300,Toad Sample,Mounted pelt used for teaching,true
301,ARC-000301,Beaver Skull,Loose bone fragment,true
302,ARC-000302,Heron Egg,Egg sample in container,true
303,ARC-000303,Heron Egg,Tissue sample for genetics,true
304,ARC-000304,Lion Claw,Egg sample in container,true
305,ARC-000305,Owl Wing,Taxidermy display specimen,true
306,ARC-000306,Wolf Skull,Preserved specimen stored in fluid jar,true
307,ARC-000307,Heron Egg,Fluid jar sample with tag,true
308,ARC-000308,Owl Wing,Fluid jar sample with tag,true
309,ARC-000309,Heron Egg,Full skeleton display,false
310,ARC-000310,Wolf Skull,Preserved specimen stored in fluid jar,true
311,ARC-000311,Owl Wing,Full skeleton display,true
312,ARC-000312,Toad Sample,Tissue sample for genetics,false
313,ARC-000313,Wolf Skull,Cleaned bone specimen,false
314,ARC-000314,Lion Claw,Partial remains specimen,false
315,ARC-000315,Owl Wing,Cleaned bone specimen,true
316,ARC-000316,Owl Wing,Fluid jar sample with tag,true
317,ARC-000317,Lion Claw,Tissue sample for genetics,false
318,ARC-000318,Bear Femur,Egg sample in container,true
319,ARC-000319,Fox Pelt,Cleaned bone specimen,false
320,ARC-000320,Eagle Feather,Full skeleton display,true
321,ARC-000321,Salmon Specimen,Egg sample in container,true
322,ARC-000322,Fox Pelt,Taxidermy display specimen,true
323,ARC-000323,Eagle Feather,Tissue sample for genetics,false
324,ARC-000324,Lion Claw,Tissue sample for genetics,true
325,ARC-000325,Heron Egg,Mounted pelt used for teaching,false
326,ARC-000326,Salmon Specimen,Cleaned bone specimen,true
327,ARC-000327,Wolf Skull,Preserved specimen stored in fluid jar,true
328,ARC-000328,Fox Pelt,Cleaned bone specimen,true
329,ARC-000329,Lion Claw,Partial remains specimen,true
330,ARC-000330,Eagle Feather,Cleaned bone specimen,false
331,ARC-000331,Lion Claw,Loose bone fragment,true
332,ARC-000332,Bear Femur,Taxidermy display specimen,true
333,ARC-000333,Lion Claw,Taxidermy display specimen,true
334,ARC-000334,Lion Claw,Taxidermy display specimen,false
335,ARC-000335,Wolf Skull,Cleaned bone specimen,true
336,ARC-000336,Salmon Specimen,Preserved specimen stored in fluid jar,false
337,ARC-000337,Beaver Skull,Preserved specimen stored in fluid jar,true
338,ARC-000338,Toad Sample,Tissue sample for genetics,true
339,ARC-000339,Salmon Specimen,Fluid jar sample with tag,false
340,ARC-000340,Lion Claw,Cleaned bone specimen,true
341,ARC-000341,Lion Claw,Mounted pelt used for teaching,true
342,ARC-000342,Toad Sample,Tissue sample for genetics,true
343,ARC-000343,Wolf Skull,Full skeleton display,false
344,ARC-000344,Eagle Feather,Fluid jar sample with tag,false
345,ARC-000345,Beaver Skull,Tissue sample for genetics,true
346,ARC-000346,Owl Wing,Mounted pelt used for teaching,false
347,ARC-000347,Toad Sample,Egg sample in container,false
348,ARC-000348,Bear Femur,Egg sample in container,true
349,ARC-000349,Owl Wing,Full skeleton display,true
350,ARC-000350,Wolf Skull,Preserved specimen stored in fluid jar,true
351,ARC-000351,Owl Wing,Taxidermy display specimen,true
352,ARC-000352,Fox Pelt,Egg sample in container,false
353,ARC-000353,Eagle Feather,Mounted pelt used for teaching,true
354,ARC-000354,Wolf Skull,Tissue sample for genetics,false
355,ARC-000355,Owl Wing,Loose bone fragment,true
356,ARC-000356,Lion Claw,Preserved specimen stored in fluid jar,true
357,ARC-000357,Eagle Feather,Preserved specimen stored in fluid jar,true
358,ARC-000358,Eagle Feather,Taxidermy display specimen,false
359,ARC-000359,Bear Femur,Egg sample in container,true
360,ARC-000360,Owl Wing,Full skeleton display,false
361,ARC-000361,Fox Pelt,Full skeleton display,false
362,ARC-000362,Fox Pelt,Mounted pelt used for teaching,true
363,ARC-000363,Heron Egg,Loose bone fragment,true
364,ARC-000364,Heron Egg,Partial remains specimen,false
365,ARC-000365,Lion Claw,Preserved specimen stored in fluid jar,true
366,ARC-000366,Beaver Skull,Tissue sample for genetics,true
367,ARC-000367,Bear Femur,Mounted pelt used for teaching,true
368,ARC-000368,Toad Sample,Mounted pelt used for teaching,true
369,ARC-000369,Beaver Skull,Partial remains specimen,false
370,ARC-000370,Wolf Skull,Preserved specimen stored in fluid jar,true
371,ARC-000371,Owl Wing,Preserved specimen stored in fluid jar,true
372,ARC-000372,Heron Egg,Loose bone fragment,true
373,ARC-000373,Eagle Feather,Loose bone fragment,true
374,ARC-000374,Fox Pelt,Tissue sample for genetics,false
375,ARC-000375,Heron Egg,Tissue sample for genetics,true
376,ARC-000376,Wolf Skull,Full skeleton display,false
377,ARC-000377,Toad Sample,Taxidermy display specimen,true
378,ARC-000378,Bear Femur,Preserved specimen stored in fluid jar,false
379,ARC-000379,Toad Sample,Mounted pelt used for teaching,true
380,ARC-000380,Owl Wing,Egg sample in container,false
381,ARC-000381,Wolf Skull,Egg sample in container,false
382,ARC-000382,Bear Femur,Tissue sample for genetics,false
383,ARC-000383,Eagle Feather,Partial remains specimen,true
384,ARC-000384,Owl Wing,Egg sample in container,true
385,ARC-000385,Toad Sample,Mounted pelt used for teaching,false
386,ARC-000386,Lion Claw,Partial remains specimen,true
387,ARC-000387,Bear Femur,Partial remains specimen,true
388,ARC-000388,Salmon Specimen,Loose bone fragment,true
389,ARC-000389,Heron Egg,Cleaned bone specimen,true
390,ARC-000390,Eagle Feather,Taxidermy display specimen,true
391,ARC-000391,Heron Egg,Loose bone fragment,true
392,ARC-000392,Eagle Feather,Partial remains specimen,true
393,ARC-000393,Bear Femur,Preserved specimen stored in fluid jar,false
394,ARC-000394,Owl Wing,Full skeleton display,true
395,ARC-000395,Beaver Skull,Preserved specimen stored in fluid jar,true
396,ARC-000396,Wolf Skull,Full skeleton display,true
397,ARC-000397,Fox Pelt,Mounted pelt used for teaching,true
398,ARC-000398,Beaver Skull,Taxidermy display specimen,false
399,ARC-000399,Toad Sample,Taxidermy display specimen,true
400,ARC-000400,Heron Egg,Taxidermy display specimen,true
401,ARC-000401,Wolf Skull,Taxidermy display specimen,false
402,ARC-000402,Heron Egg,Fluid jar sample with tag,true
403,ARC-000403,Wolf Skull,Full skeleton display,true
404,ARC-000404,Eagle Feather,Loose bone fragment,true
405,ARC-000405,Lion Claw,Partial remains specimen,false
406,ARC-000406,Eagle Feather,Fluid jar sample with tag,true
407,ARC-000407,Salmon Specimen,Mounted pelt used for teaching,false
408,ARC-000408,Owl Wing,Preserved specimen stored in fluid jar,true
409,ARC-000409,Lion Claw,Tissue sample for genetics,true
410,ARC-000410,Toad Sample,Loose bone fragment,true
411,ARC-000411,Owl Wing,Taxidermy display specimen,true
412,ARC-000412,Toad Sample,Tissue sample for genetics,false
413,ARC-000413,Owl Wing,Taxidermy display specimen,false
414,ARC-000414,Eagle Feather,Taxidermy display specimen,true
415,ARC-000415,Owl Wing,Preserved specimen stored in fluid jar,true
416,ARC-000416,Lion Claw,Egg sample in container,true
417,ARC-000417,Heron Egg,Mounted pelt used for teaching,true
418,ARC-000418,Bear Femur,Taxidermy display specimen,true
419,ARC-000419,Eagle Feather,Cleaned bone specimen,true
420,ARC-000420,Wolf Skull,Taxidermy display specimen,true
421,ARC-000421,Heron Egg,Cleaned bone specimen,false
422,ARC-000422,Owl Wing,Partial remains specimen,true
423,ARC-000423,Bear Femur,Tissue sample for genetics,false
424,ARC-000424,Eagle Feather,Taxidermy display specimen,true
425,ARC-000425,Salmon Specimen,Full skeleton display,false
426,ARC-000426,Heron Egg,Cleaned bone specimen,true
427,ARC-000427,Fox Pelt,Full skeleton display,true
428,ARC-000428,Heron Egg,Preserved specimen stored in fluid jar,true
429,ARC-000429,Wolf Skull,Taxidermy display specimen,true
430,ARC-000430,Eagle Feather,Egg sample in container,true
431,ARC-000431,Salmon Specimen,Mounted pelt used for teaching,false
432,ARC-000432,Owl Wing,Egg sample in container,false
433,ARC-000433,Bear Femur,Egg sample in container,true
434,ARC-000434,Beaver Skull,Loose bone fragment,true
435,ARC-000435,Wolf Skull,Taxidermy display specimen,false
436,ARC-000436,Salmon Specimen,Preserved specimen stored in fluid jar,false
437,ARC-000437,Fox Pelt,Taxidermy display specimen,true
438,ARC-000438,Heron Egg,Loose bone fragment,true
439,ARC-000439,Wolf Skull,Loose bone fragment,false
440,ARC-000440,Heron Egg,Fluid jar sample with tag,true
441,ARC-000441,Beaver Skull,Tissue sample for genetics,true
442,ARC-000442,Bear Femur,Preserved specimen stored in fluid jar,false
443,ARC-000443,Eagle Feather,Loose bone fragment,true
444,ARC-000444,Bear Femur,Taxidermy display specimen,true
445,ARC-000445,Fox Pelt,Full skeleton display,true
446,ARC-000446,Owl Wing,Egg sample in container,true
447,ARC-000447,Eagle Feather,Tissue sample for genetics,true
448,ARC-000448,Lion Claw,Loose bone fragment,false
449,ARC-000449,Salmon Specimen,Egg sample in container,false
450,ARC-000450,Lion Claw,Egg sample in container,true
451,ARC-000451,Wolf Skull,Preserved specimen stored in fluid jar,true
452,ARC-000452,Beaver Skull,Fluid jar sample with tag,true
453,ARC-000453,Heron Egg,Cleaned bone specimen,false
454,ARC-000454,Wolf Skull,Tissue sample for genetics,true
455,ARC-000455,Lion Claw,Egg sample in container,true
456,ARC-000456,Fox Pelt,Taxidermy display specimen,false
457,ARC-000457,Eagle Feather,Fluid jar sample with tag,false
458,ARC-000458,Owl Wing,Tissue sample for genetics,false
459,ARC-000459,Fox Pelt,Tissue sample for genetics,false
460,ARC-000460,Salmon Specimen,Mounted pelt used for teaching,true
461,ARC-000461,Owl Wing,Taxidermy display specimen,true
462,ARC-000462,Bear Femur,Fluid jar sample with tag,true
463,ARC-000463,Owl Wing,Cleaned bone specimen,true
464,ARC-000464,Bear Femur,Mounted pelt used for teaching,true
465,ARC-000465,Bear Femur,Partial remains specimen,true
466,ARC-000466,Toad Sample,Fluid jar sample with tag,false
467,ARC-000467,Lion Claw,Fluid jar sample with tag,true
468,ARC-000468,Salmon Specimen,Fluid jar sample with tag,true
469,ARC-000469,Bear Femur,Fluid jar sample with tag,false
470,ARC-000470,Beaver Skull,Cleaned bone specimen,true
471,ARC-000471,Heron Egg,Cleaned bone specimen,true
472,ARC-000472,Bear Femur,Preserved specimen stored in fluid jar,false
473,ARC-000473,Toad Sample,Cleaned bone specimen,false
474,ARC-000474,Salmon Specimen,Mounted pelt used for teaching,true
